GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	TAXON NAME	ASSIGNED BY	GENE NAME	DATE
UniProtKB	P13569	CFTR	enables	GO:0005260	intracellularly ATP-gated chloride channel activity	molecular_function	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002795422|UniProtKB:P13569	9606	Homo sapiens	GO_Central	Cystic fibrosis transmembrane conductance regulator	20250320
UniProtKB	P13569	CFTR	enables	GO:0005254	chloride channel activity	molecular_function	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P26361|ensembl:ENSMUSP00000049228|InterPro:IPR009147|UniProtKB-KW:KW-0869	9606	Homo sapiens	UniProt	Cystic fibrosis transmembrane conductance regulator	20250429
UniProtKB	P13569	CFTR	enables	GO:0000166	nucleotide binding	molecular_function	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	9606	Homo sapiens	UniProt	Cystic fibrosis transmembrane conductance regulator	20250428
UniProtKB	P13569	CFTR	enables	GO:0005260	intracellularly ATP-gated chloride channel activity	molecular_function	ECO:0000501	IEA	GO_REF:0000003	EC:5.6.1.6	9606	Homo sapiens	UniProt	Cystic fibrosis transmembrane conductance regulator	20250428
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:12369822	UniProtKB:Q15599	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:12471024	UniProtKB:O14745	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:12471024	UniProtKB:P51790-2	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:12471024	UniProtKB:Q5T2W1	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:12471024	UniProtKB:Q9HD26	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:14679199	UniProtKB:Q9QX74	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:16203867	UniProtKB:Q15599	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:16203867	UniProtKB:Q9HBW0	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:16546175	UniProtKB:P27824	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:16901789	UniProtKB:Q99942	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:16901789	UniProtKB:Q9BUN8	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:17110338	UniProtKB:O14745	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:17110338	UniProtKB:P10809	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
UniProtKB	P13569	CFTR	enables	GO:0005515	protein binding	molecular_function	ECO:0000353	IPI	PMID:17110338	UniProtKB:P27824	9606	Homo sapiens	IntAct	Cystic fibrosis transmembrane conductance regulator	20250426
